,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
1743,True,,Something More,1999,R,10 Sep 1999,NaN,"Comedy, Drama, Romance",Rob W. King,Peter Bryant,"Michael A. Goorjian, Chandra West, David Lovgren","""Something More"" is more than just a comedy. It's a study of relationships, real life and raw humor of Sam and his friends - a group of guys who play basketball, play poker, and play the field. When Sam and his buddy fall for the sam",English,Canada,2 nominations,https://m.media-amazon.com/images/M/MV5BMTkxNjA5MDc5OF5BMl5BanBnXkFtZTcwNTYwMDYxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",NaN,6.0,231,tt0207116,movie,NaN,NaN,NaN,NaN
1744,True,,Tarpaulin,1999,NaN,NaN,NaN,NaN,Jared Trimble,NaN,"Dareese, Alex Emanuel",NaN,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0207146,movie,NaN,NaN,NaN,NaN
1745,True,,Vampire Child,1999,NaN,NaN,NaN,NaN,Julie Strain,"Chellse Blue, Donald G. Jackson, Scott Shaw, Julie Strain","Chelsea Blue, Marylou, Julie Strain",The story of a beautiful child that under goes a ghastly transformation.,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0207186,movie,NaN,NaN,NaN,NaN
1746,True,,Wadd: The Life & Times of John C. Holmes,1999,NC-17,23 Apr 1999,105 min,"Documentary, Adult, Biography",Wesley Emerson,Rodger Jacobs,"John Holmes, Linda Adrain, Bill Amerson","Friends, enemies, acquaintances, and family of porn star John Holmes recall their experiences with him, from his childhood to his eventual death from AIDS in 1988.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BZGJlMTIwYzgtOTFjMi00YmY3LWFhYmYtOTJkMTRjMGUxOTcwXkEyXkFqcGdeQXVyNDY2NzgwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.8,880,tt0207195,movie,NaN,NaN,NaN,NaN
1747,True,,Winding Roads,1999,NaN,08 Oct 1999,90 min,Drama,Theodore Melfi,"Theodore Melfi, Kimberly Quinn","Kimberly Quinn, Katrina Holden Bronson, Rachel Hunter, James Marsters",Three women encounter the toughest time of their lives.,English,USA,NaN,https://m.media-amazon.com/images/M/MV5BOWFlMzgyMTYtODlkNS00MzJjLTljYzgtYWFkYzRlYjkzOWRlXkEyXkFqcGdeQXVyNDEzOTUwODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",NaN,4.7,124,tt0207212,movie,NaN,NaN,NaN,NaN
1748,True,,Biwi No. 1,1999,Not Rated,28 May 1999,159 min,"Comedy, Drama, Romance",David Dhawan,"Ikram Akhtar, Kamal Haasan, Rumi Jaffery","Karisma Kapoor, Salman Khan, Anil Kapoor","A housewife learns that her husband is cheating on her. Thus, her quest to bring him back begins",Hindi,India,5 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNWQ3NDBmN2UtNmIxNC00ZjkzLWFmMTEtNDczMjk1MmZlZmJmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",NaN,5.7,"5,629",tt0207341,movie,20 Feb 2017,NaN,NaN,NaN
1749,True,,Laura Cadieux... la suite,1999,NaN,03 Dec 1999,98 min,Comedy,Denise Filiatrault,"Denise Filiatrault, Michel Tremblay","Jean-Guy Bouchard, Raymond Bouchard, Gregory Charles",NaN,French,Canada,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjE1NTc2NDk2MF5BMl5BanBnXkFtZTYwMTE1ODY5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",NaN,5.3,214,tt0207363,movie,NaN,"$777,477",NaN,NaN
1750,True,,César,1999,NaN,NaN,NaN,NaN,Nelson Rodríguez,Nelson Rodríguez,NaN,"Cesar and his dog set out on an adventure of purpose and meaning. But, betrayel occurs during the journey and Cesar is left to make a vital decision in the name of Gertrude.",NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0207398,movie,NaN,NaN,NaN,NaN
1751,True,,Dream Parlor,1999,NaN,24 Nov 2005,98 min,Sci-Fi,Jonathan Lawrence,"Christopher Andrews, Jonathan Lawrence","Christopher Andrews, Alison Storry, Harold Cannon, Kevin Moore",A sci-fi tale of how a man and a woman team up to challenge and destroy their oppressive government's mind altering technology designed to control people.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjYyMjc3MjkzMV5BMl5BanBnXkFtZTcwNTgxNzEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",NaN,7.1,34,tt0207434,movie,NaN,NaN,NaN,NaN
1752,True,,Freshmen,1999,Not Rated,14 Aug 1999,121 min,Drama,Tom Huang,Tom Huang,"ND Brown, Mary Chen, Richard Guiton, Tom Huang",San wonders why he's dating the cute white girl. Rick can't deal with lesbians and wonders why he can't be an English major. Judy just wonders where the next party is. And Tonisha wonders ...,English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BMTc2NDc2OTkyMF5BMl5BanBnXkFtZTcwMzYwNzYxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",NaN,7.5,47,tt0207481,movie,15 Jun 2004,NaN,NaN,NaN
1753,True,,Grizzly Adams and the Legend of Dark Mountain,1999,NaN,NaN,98 min,"Adventure, Western","John Huneck, David Sheldon","Larry Bischof, William Brian Lowry","Tom Tayback, Lindsay Bloom, Jennifer Waldman","Grizzly Adams (Tom Tayback) and his pet bear, Samson, go in pursuit of some evil prospectors (Joseph Campanella, Joel Rook) who may have kidnapped a trio of kids.",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BY2I2MzU1OGMtYTkwNy00YzdjLWIyMjctODU4ZDljOGU1OGVjXkEyXkFqcGdeQXVyMjkyMDE3Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",NaN,5.3,99,tt0207499,movie,NaN,NaN,NaN,NaN
1754,True,,Hindustan Ki Kasam,1999,Not Rated,23 Jul 1999,146 min,"Action, Drama",Veeru Devgan,Hriday Dubey,"Amitabh Bachchan, Ajay Devgn, Manisha Koirala","A pair of twins separated at birth. One grows up as a Hindu in India, while the other is raised a Muslim in Pakistan. They are forced to battle each other during an Indo-Pak war.",NaN,India,1 win,https://m.media-amazon.com/images/M/MV5BODJiYTUxOTUtMjlhMS00ZjQ0LWIwMGMtODY4YzNiYTNiY2EwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",NaN,3.4,582,tt0207513,movie,NaN,"$310,330",NaN,NaN
1755,True,,Minimum Wage,1999,NaN,NaN,NaN,NaN,B. Scott O'Malley,B. Scott O'Malley,"Peter Sean Maloney, Amber Phillips, Patrick McCartney, Michael J. Anderson",NaN,English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BOGNlYjQ4MzgtNWM4OS00YjUxLThhMzgtMGJiYWRiNmZiNWI2XkEyXkFqcGdeQXVyNjQ3NDg4MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",NaN,6.2,60,tt0207604,movie,NaN,NaN,NaN,NaN
1756,True,,Naukar Ki Kameez,1999,NaN,30 Sep 1999,104 min,Drama,Mani Kaul,Vinod Kumar Shukla,"Samir Ahmed, Vikrishnah Batt, Anu Joseph",The story is of a low level clerk who is forced to do errands at his officer's house before going to work at the office.,Hindi,India,3 nominations,https://m.media-amazon.com/images/M/MV5BNTA1OWFmNTMtMzIwMS00MWUxLThkYmMtN2E5M2RjYjcyYTY0XkEyXkFqcGdeQXVyNTgyMzIxMTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",NaN,6.5,32,tt0207626,movie,NaN,NaN,NaN,NaN
1757,True,,Prima del tramonto,1999,NaN,03 Sep 1999,95 min,Drama,Stefano Incerti,"Eugenio Melloni, Stefano Incerti","Costantino Carrozza, Sebastiano Lo Monaco, Saïd Taghmaoui",NaN,Italian,Italy,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BZTM2M2FmZGMtMWJjNi00OTk0LTkzN2QtYmUzYTJjNGNjYjUwXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",NaN,6.7,72,tt0207676,movie,NaN,NaN,NaN,NaN
1758,True,,Q: The Movie,1999,Not Rated,NaN,82 min,Comedy,Barry Bowles,Barry Bowles,"Brian Hooks, ND Brown, Keno K. Deary",A young man throwing the cookout to end all cookouts finds his party is skidding off the rails.,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMTcyNjQxMDE5OV5BMl5BanBnXkFtZTcwMTI3MTIyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",NaN,4.7,119,tt0207687,movie,NaN,NaN,NaN,NaN
1759,True,,Das Tal der Schatten,1999,NaN,09 Aug 1999,93 min,Mystery,Nathaniel Gutman,"Ronald Mühlfellner, Nikolaus Schmidt","Carin C. Tietze, Natalia Wörner, Sebastian Koch",NaN,German,Germany,NaN,https://m.media-amazon.com/images/M/MV5BNmQ1MjYyZDgtMTFhMS00MGYzLTliZmMtN2VmOTdhYmQyYTZmXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",NaN,4.6,78,tt0207776,movie,NaN,NaN,NaN,NaN
1760,True,,Top Speed,1999,NaN,29 Nov 1999,NaN,NaN,Andy Papadopoulos,NaN,Robert Stack,NaN,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0207795,movie,NaN,NaN,NaN,NaN
1761,True,,1999 Madeleine,1999,NaN,02 Feb 2000,86 min,"Comedy, Romance",Laurent Bouhnik,Laurent Bouhnik,"Véra Briole, Manuel Blanc, Anouk Aimée","35 years old Madeleine lives in confused solitude, haunted by her habits. She seeks a man to share her life.",French,France,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMDU0N2Q2NjEtZDRjMC00MmQ5LTgwYTQtMWQ4ZjQxNzYzOTQwXkEyXkFqcGdeQXVyMjUyMjUzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",NaN,6.0,169,tt0207943,movie,NaN,NaN,NaN,NaN
1762,True,,Abner Zurd Revealed,1999,NaN,NaN,NaN,NaN,Lori Fontanes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0207947,movie,NaN,NaN,NaN,NaN
1763,True,,Better Late Than Never,1999,NaN,NaN,NaN,NaN,Adam Kowal,"Adam Kowal, Dick Rockwell (treatment)",Mark Hornbacher,NaN,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0207997,movie,NaN,NaN,NaN,NaN
1764,True,,Better Living Through Circuitry,1999,Not Rated,14 Aug 1999,85 min,"Documentary, Music",Jon Reiss,NaN,"Moby, Lord T. Byron, McGuinnes",This is a documentary film about the history of the U.S. rave scene which includes a fantastic soundtrack. Both the film and soundtrack capture the people and the music that shaped the underground subculture around electronic music i,English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BODY3ZTg4OTEtNmQ1OS00MWE5LTg0ZWYtNTAwZjdmYzZmYjdjXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.0,438,tt0207998,movie,01 Mar 2005,"$82,378",NaN,NaN
1765,True,,The Big Blind,1999,NaN,NaN,NaN,NaN,David James,David James,"Larry Weissman, Sylvain Cecile, Michael Christian, Marlene Cooper",NaN,English,USA,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",NaN,5.2,42,tt0208001,movie,NaN,NaN,NaN,NaN
1766,True,,Buta no mukui,1999,NaN,10 Jul 1999,118 min,Drama,Yôichi Sai,"Wui-Sin Chong, Yôichi Sai","Michiko Ameku, Yoshie Hayasaka, Ittoku Kishibe",A virginal boy travels with three hookers to a small island to collect his estranged father's washed up and sun-bleached bones.,NaN,Japan,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOWZmNzllYjAtMTA4Ni00ZDBjLWJmMWItNmU1ZWRkZTI3NTE3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",NaN,6.3,30,tt0208021,movie,NaN,NaN,NaN,NaN
1767,True,,Certain Guys,1999,NaN,24 Apr 1999,107 min,"Comedy, Drama",Stephen James,Stephen James,"Tom McCarthy, Melora Hardin, Jerry Hardin","Five old friends reunite in Dallas for one buddy's wedding. Over the course of a week, each guy faces a major crisis - Mitch loses the love of his life; Burdett loses his job; Cal unexpectedly discovers he is a father; and Stewart re",English,United States,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",NaN,6.3,100,tt0208035,movie,NaN,NaN,NaN,NaN
1768,True,,The Colour of Funny,1999,NaN,NaN,NaN,Comedy,Barrie Hemsley,"Jimmy Carr, Nathan Cockerill, Barrie Hemsley","Steve Anderson, Nick Ash, Amanda Baker",NaN,English,United Kingdom,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",NaN,6.4,18,tt0208065,movie,NaN,NaN,NaN,NaN
1769,True,,El Desquite,1999,NaN,29 Jul 1999,120 min,Drama,Andrés Wood,"Boris Quercia, Andrés Wood","Tamara Acosta, Camila García, Willy Semler","In 1920s Chile, a young peasant woman works as the employee of a wealthy man, becoming pregnant with his child.",Spanish,Chile,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMmJjNGQ0NTgtNWRhNC00YzlkLWExOWUtODcxMmM4OGFmMTJlXkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",NaN,6.7,158,tt0208088,movie,NaN,NaN,Pepe Torres,NaN
1770,True,,Dirt,1999,NaN,NaN,52 min,NaN,David Evans,NaN,Adam Purple,NaN,English,USA,1 win & 1 nomination.,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",NaN,6.4,5,tt0208095,movie,NaN,NaN,NaN,NaN
1771,True,,Dois Córregos: Verdades Submersas no Tempo,1999,NaN,01 Oct 1999,112 min,Drama,Carlos Reichenbach,Carlos Reichenbach,"Carlos Alberto Riccelli, Beth Goulart, Ingra Lyberato","Young executive woman returns to small town of Dois Córregos and remembers the time, in the late 1960s, when she met her uncle there, a man who was running away from the military dictatorship ruling Brazil at the time.",Portuguese,Brazil,10 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BM2ZmNmJlZDMtN2FkZC00NjJjLTk1N2MtN2Q5YjAyN2EwNjNkXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",NaN,6.9,184,tt0208100,movie,NaN,NaN,NaN,NaN
1772,True,,The Doorman,1999,NaN,NaN,92 min,"Action, Adventure",Jesse V. Johnson,Jesse V. Johnson,"Dominiquie Vandenberg, Kaos, Nils Allen Stewart",An ex-soldier gets a job as a bouncer at an L.A. club.,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMTIyMjQ1ODk3Ml5BMl5BanBnXkFtZTcwMDg3NzQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",NaN,6.4,132,tt0208104,movie,NaN,NaN,NaN,NaN
1773,True,,Exiles,1999,NaN,01 Nov 1999,100 min,Comedy,Rob Gereghty,Rob Gereghty,"Thom Schioler, Jeff Hirsch, Dale Kopytko, Shane Brown",NaN,English,Canada,NaN,NaN,[],NaN,NaN,NaN,tt0208132,movie,NaN,NaN,NaN,NaN
1774,True,,Flat Out,1999,NaN,09 Sep 1999,96 min,Drama,John Sjogren,Stewart Goddard,"Stewart Goddard, Marcello Del Giudice, Irina Roman, Christopher Frainza",Professional Motorcycle road racer Shawn Powell is paralyzed in a tragic accident but he designs a devise that will allow him to ride again. His mechanic and his wife refuse to get involved...,English,USA,NaN,https://m.media-amazon.com/images/M/MV5BOTQ0MDkzNTQ4NV5BMl5BanBnXkFtZTcwMzA4NzgxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",NaN,6.1,51,tt0208159,movie,NaN,NaN,NaN,NaN
1775,True,,Gannat al shayateen,1999,Not Rated,23 Aug 2000,79 min,"Comedy, Drama",Osama Fawzy,"Jorge Amado, Moustafa Zekri","Mahmoud Hemida, Lebleba, Caroline Khalil",A formerly successful man dies then his semi-crazy daughter makes arrangements while his street thug friends take the corpse out for one last night.,Arabic,Egypt,17 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTk2MjNmNGMtNjVhZS00ODcwLWJmMzEtMzg1OWVhYzZiMmYxXkEyXkFqcGdeQXVyMTU0NTQyMjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.8,268,tt0208176,movie,NaN,NaN,NaN,NaN
1776,True,,Gekkô no sasayaki,1999,R,23 Dec 2000,100 min,"Drama, Romance",Akihiko Shiota,"Masahiko Kikuni, Yôichi Nishiyama, Akihiko Shiota","Kenji Mizuhashi, Tsugumi, Kôta Kusano",Two seemingly innocent school kids are obsessed in fetishistic s&amp;m games.,Japanese,Japan,6 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYmM4YWU0YTItZDQ2OC00ZDcwLWIxNWUtNTc1YTRkNzY5NzE3XkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.9,851,tt0208178,movie,NaN,NaN,NaN,NaN
1777,True,,Große Gefühle,1999,NaN,01 Oct 2000,115 min,"Comedy, Drama",Christof Schertenleib,"Claudia Acklin, Michael Glawogger, Chantal Magnin","Anne Weber, Stefan Suske, Manuela Biedermann",NaN,"Swiss German, German","Switzerland, Luxembourg",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BYjcxNzM4MWItZWU2OC00OWEwLWExY2ItMzNhNGJkYzdhYTc3XkEyXkFqcGdeQXVyMjIxNjc5NTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",NaN,6.8,9,tt0208188,movie,NaN,NaN,NaN,NaN
1778,True,,Grüne Wüste,1999,NaN,25 Jan 2001,93 min,Drama,Anno Saul,Swenja Karsten,"Tatjana Trieb, Robert Gwisdek, Martina Gedeck","Two teenagers, a boy and a girl, have to come to terms with the boy falling ill with leukemia.",German,Germany,2 wins,https://m.media-amazon.com/images/M/MV5BMTIxODkzOTgyM15BMl5BanBnXkFtZTcwOTgxMTgxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",NaN,7.2,266,tt0208190,movie,NaN,NaN,NaN,NaN
1779,True,,El Medina,1999,NaN,05 Jul 2000,108 min,Drama,Yusri Nasrullah,"Nasser Abdel-Rahmane, Claire Denis, Yusri Nasrullah","Basem Samrah, Ahmed Fouad Selim, Abla Kamel","A young Egyptian with acting ambitions leaves his country for France with dreams of becoming a movie star, much to the disgust of his father, who wants him to move to Saudi Arabia and get rich.","Arabic, French","Egypt, France",6 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZmFlNzU3M2QtMjQ0ZS00YTA3LThmZjEtMGM4NjJjMjk5NWMyXkEyXkFqcGdeQXVyMjg0MzMwNzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",NaN,6.5,263,tt0208288,movie,NaN,NaN,NaN,NaN
1780,True,,Nightmare Man,1999,NaN,NaN,98 min,Thriller,Jim Kaufman,Michael Fisher,"Lee Horsley, Charles Edwin Powell, Barbara Eve Harris","After recovering from a near-fatal wound, a cop develops the ability to see crime scenes through psychic flashes.",English,"Canada, Australia, New Zealand",NaN,https://m.media-amazon.com/images/M/MV5BMGM1OWJkYWMtMGFhZS00MmVmLWFlMTMtMmY0ZWY5YTYzOTc5XkEyXkFqcGdeQXVyODY4MzY3MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",NaN,5.1,117,tt0208323,movie,NaN,NaN,NaN,NaN
1781,True,,Peau d'homme coeur de bête,1999,NaN,15 Dec 1999,100 min,"Drama, Mystery",Hélène Angel,"Hélène Angel, Jean-Claude Janer, Agnès de Sacy","Serge Riaboukine, Bernard Blancan, Pascal Cervo","Aurélie, five years old, is spending holidays with her grandmother with her sister and her young uncle. But one day their father, after fifteen years of absence, returns to the heart of the family clan, disturbing their summer peace.",French,France,4 wins,https://m.media-amazon.com/images/M/MV5BZTdjNjY4ZjktN2FjZC00MWQ2LTkwZDctZjYyYzAxZWM3NWIyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.2,282,tt0208348,movie,NaN,NaN,NaN,NaN
1782,True,,Les gens qui s'aiment,1999,NaN,05 Jul 2000,90 min,"Comedy, Drama",Jean-Charles Tacchella,Jean-Charles Tacchella,"Richard Berry, Jacqueline Bisset, Julie Gayet","Two middle-aged lovers have been involved on and off for over twenty years. Angie's younger daughter Winnie connects with Laurent, who has strongly bonded with the Richard Berry character. From the outset, the younger couple is as er",French,"France, Belgium, Luxembourg, Spain",NaN,https://m.media-amazon.com/images/M/MV5BY2IzMmQ1MzYtOTI1YS00MDlkLTg4ZjktMjU3MjkyYmRmMzRkXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",NaN,5.8,104,tt0208349,movie,NaN,NaN,NaN,NaN
1783,True,,Il popolo degli uccelli,1999,NaN,23 Jul 1999,NaN,NaN,Rocco Cesareo,"Maria Silvana Cutuli (story), Rocco Cesareo, Ottavio Jemma (screenplay)","Lando Buzzanca, Cinzia Monreale, Riccardo Serventi Longhi, Claudio Angelini",NaN,Italian,Italy,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",NaN,6.3,7,tt0208370,movie,NaN,NaN,NaN,NaN
1784,True,,Random Acts of Violence,1999,R,18 May 1999,77 min,"Action, Crime","Drew Bell, Jefferson Keith Langley","Drew Bell, Jefferson Keith Langley","Esteban Powell, Alex Solowitz, Brian Klugman","When a young man new in town, the impressionable Chris Donds (Esteban Powell), is drawn into the super wealthy scene of Los Angeles after dark, he confuses his morals and beliefs for absolution and opportunity... the life that dreams",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMTgyMTI4MzU5N15BMl5BanBnXkFtZTcwMTA5ODU5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",NaN,4.3,130,tt0208393,movie,NaN,NaN,NaN,NaN
1785,True,,Ranjena zemlja,1999,NaN,01 Oct 1999,94 min,Drama,Dragoslav Lazic,Gordan Mihic,"Vera Cukic, Petar Kralj, Nebojsa Glogovac",Stories and destinies of people hidden in underground shelter during NATO bombing of Yugoslavia in 1999.,Serbian,Federal Republic of Yugoslavia,1 win,https://m.media-amazon.com/images/M/MV5BNzEyOGMyNzQtNzVkMi00NWRlLTgyYjktYzY5MTI1MWU3ZDM3XkEyXkFqcGdeQXVyMzIwMTIwODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",NaN,4.2,210,tt0208394,movie,NaN,NaN,NaN,NaN
1786,True,,Raw Zombie 11,1999,NaN,NaN,NaN,NaN,Jared Saverino,Jared Saverino,"Adam Kowal, Aaron Miller, Chris Shepard",NaN,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0208395,movie,27 Mar 2001,NaN,NaN,NaN
1787,True,,Der Redenschreiber,1999,NaN,NaN,83 min,NaN,"Julia Albrecht, Busso von Müller",Julia Albrecht,"Jörn Hentschel, Robert Hunger-Bühler, Silvia Riegler, Sanja Spengler",NaN,German,Germany,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",NaN,4.6,5,tt0208396,movie,NaN,NaN,NaN,NaN
1788,True,,Shadow Warrior 2,1999,NaN,01 Aug 1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",NaN,4.0,11,tt0208442,movie,NaN,NaN,NaN,NaN
1789,True,,Space Kid,1999,NaN,NaN,NaN,NaN,Donald Farmer,NaN,"Andre Buckner, Coby Campbell, Vince Canlas, Donald Farmer",NaN,English,USA,NaN,https://m.media-amazon.com/images/M/MV5BOTRmYzdmYWMtMjVhMi00YzY4LTk1ZGYtMGUyYjliYWEwN2M4L2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",NaN,3.6,10,tt0208467,movie,NaN,NaN,NaN,NaN
1790,True,,Taken,1999,R,01 Jun 2000,98 min,"Drama, Thriller",Max Fischer,"Pierre Lapointe, Dick Lowry","Dabney Coleman, Stewart Bick, Dennis Boutsikaris","A kidnapped businessman, finding out that no one is willing to pay the ransom to save his life, befriends his aggressor.",English,Canada,NaN,https://m.media-amazon.com/images/M/MV5BMTM2MTkzNTk4Ml5BMl5BanBnXkFtZTcwODEwMzU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",NaN,5.4,157,tt0208495,movie,NaN,NaN,NaN,NaN
